    0	514	318	
	0.851562	514.023	318.062	
	1.44531	514.078	318.129	
	1.70312	514.105	318.164	
	2.29688	514.117	318.2	
	3.14844	514.187	318.333	
	4	514.191	318.407	
	4.85156	514.246	318.516	
	5.70313	507.214	324.489	
	6.55469	501.394	329.84	
	7.40625	499.96	330.294	
	8.25938	490.472	329.629	
	9.11094	481.714	336.27	
	9.9625	480.788	333.774	
	10.8141	478.734	341.747	
	11.6656	475.546	348.665	
	12.5172	477.538	344.727	
	13.3688	478.484	353.567	
	14.2203	476.976	359.352	
	15.0719	479.511	355.52	
	15.9234	483.449	368.856	
	16.775	484.081	371.723	
	17.6266	486.589	368.215	
	18.4781	490.57	381.766	
	19.3297	492.816	381.18	
	20.1812	496.175	389.727	
	21.0328	495.57	398.188	
	21.8844	497.644	396.258	
	22.7359	503.128	404.192	
	23.5891	504.671	410.383	
	24.4406	506.851	409.278	
	25.2922	511.597	417.29	
	26.1438	511.671	423.087	
	26.9953	513.773	420.352	
	27.8469	514.621	428.387	
	28.6984	513.871	433.231	
	29.55	515.285	430.438	
	30.4016	512.3	440.551	
	31.2531	511.796	442.469	
	32.1047	512.781	440.45	
	32.9562	512.656	450.141	
	33.8078	513.234	450.032	
	34.6594	515.769	451.149	
	35.5109	514.105	458.489	
	36.3625	515.706	456.176	
	37.2141	516.663	458.083	
	38.0656	514.574	465.493	
	38.9188	515.949	462.208	
	39.7703	518.003	466.356	
	40.6219	516.921	472.547	
	41	516.921	472.547	
	41.8516	519.163	467.758	
	42.325	518.323	471.965	
	42.7031	517.652	475.325	
	43.1766	517.811	474.172	
	44.0281	518.741	472.062	
	44.8797	519.073	478.836	
	45.7313	519.714	478.898	
	46.5828	520.222	478.203	
	47.4344	520.487	483.258	
	48.2859	520.604	484.039	
	49.1375	521.53	482.644	
	49.9891	519.194	489.777	
	50.8406	520.12	487.367	
	51.6922	521.464	487.285	
	52.5438	519.62	494.566	
	53.3953	520.991	490.75	
	54.2484	521.893	493.187	
	55.1	520.85	498.105	
	55.9516	522.569	493.449	
	56.8031	523.522	499.148	
	57.6547	523.573	501.39	
	58.5062	524.702	498.82	
	59.3578	526.472	503.859	
	60.2094	527.034	503.84	
	61.0609	527.823	502.695	
	61.9125	527.979	508.25	
	62.7641	528.62	508.078	
	63.6156	527.151	507.414	
	64.4672	524.893	512.48	
	65.3188	525.093	510.515	
	66.1703	522.495	509.773	
	67.0219	519.608	514.3	
	67.8734	519.749	511.523	
	68.725	517.64	512.441	
	69.5781	515.159	518.496	
	70.4297	516.53	513.465	
	71.2813	515.612	518.535	
	72.1328	514.776	522.093	
	72.9844	515.823	518.504	
	73.8359	512.89	524.074	
	74.6875	512.475	524.707	
	75.5391	513.038	522.117	
	76.3906	513.124	528.468	
	77.2422	513.823	527.582	
	78.0938	516.804	525.808	
	78.9453	516.038	533.445	
	79.7969	517.577	530.222	
	80.6484	517.979	531.168	
	81.5	516.999	536.133	
	82.3516	518.015	532.539	
	83.2031	520.667	535.375	
	84.0562	520.87	538.312	
	84.9078	522.073	535.312	
	85.7594	522.718	541.172	
	86.6109	522.753	542.703	
	87.4625	523.456	541.554	
	88.3141	522.706	546.508	
	89.1656	522.561	547.547	
	90.0172	522.921	545.82	
	90.8688	518.011	550.215	
	91.7203	516.925	551.379	
	92.5719	517.917	548.777	
	93.4234	516.159	556.824	
	94.275	517.05	553.699	
	95.1266	518.151	555.668	
	95.9781	517.05	562.808	
	96.8297	518.718	557.144	
	97.6813	519.999	564.05	
	98.5328	520.522	566.293	
	99.3859	521.499	563.402	
	100.237	521.561	569.73	
	101.089	521.807	570.175	
	101.941	522.456	568.152	
	102.792	520.905	574.64	
	103.644	520.979	573.465	
	104.495	521.823	573.488	
	105.347	520.96	579.582	
	106.198	521.682	577.207	
	107.05	522.565	578.179	
	107.902	522.003	582.769	
	108.753	522.792	580.144	
	109.605	524.593	582.394	
	110.456	524.054	588.258	
	111.308	525.112	583.562	
	112.159	527.011	587.359	
	113.011	527.472	590.422	
	113.863	528.507	586.781	
	114.716	528.706	592.828	
