	0	1769	435	
	1	1759.29	447	
	2	1753.71	449.078	
	3	1754.74	456.559	
	4	1751.51	453.496	
	5	1752.45	456.422	
	6	1752.41	464.348	
	7	1746.62	463.48	
	8	1747.4	469.945	
	9	1747.15	471.738	
	10	1745.52	469.824	
	11	1748.74	481.652	
	12	1743.62	479.465	
	13	1744.65	485.211	
	14	1745.65	489.191	
	15	1743.12	484.91	
	16	1745.47	497	
	17	1738.76	496.051	
	18	1738.92	501.645	
	19	1739.84	506.344	
	20	1737.03	501.441	
	21	1740.5	512.434	
	22	1736.77	508.477	
	23	1737.43	512.168	
	24	1738.68	515.949	
	25	1736.5	511.324	
	26	1741.63	521.676	
	27	1739.48	516.109	
	28	1740.74	518.734	
	29	1742.73	523.32	
	30	1740.33	517.621	
	31	1745.21	528.688	
	32	1743.1	523.742	
	33	1743.86	526.66	
	34	1745.83	531.387	
	35	1743.57	525.812	
	36	1749.37	537.215	
	37	1748.17	532.309	
	38	1750.2	536.543	
	39	1751.69	539.727	
	40	1749.88	535.219	
	41	1754.45	546.098	
	42	1752.18	539.684	
	43	1753.38	543.586	
	44	1754.72	547.285	
	45	1752.76	541.871	
	46	1756.14	553.871	
	47	1752.61	547.691	
	48	1753.3	551.625	
	49	1754.52	556.117	
	50	1752.42	550.223	
	51	1752.7	561.391	
	52	1747.48	556.285	
	53	1746.85	559.855	
	54	1747.22	563.301	
	55	1745.28	558.648	
	56	1744.54	567.652	
	57	1738.62	560.621	
	58	1738.17	564.188	
	59	1737.75	566.18	
	60	1736.29	561.77	
	61	1737.17	569.523	
	62	1733.16	561.227	
	63	1733.43	563.848	
	64	1733.55	565.324	
	65	1732.25	561.312	
	66	1730.11	569.254	
	67	1723.18	562.301	
	68	1722.15	565.598	
	69	1721.41	566.68	
	70	1719.73	563.383	
	71	1719.64	571.766	
	72	1715.27	568.379	
	73	1715.27	572.586	
	74	1714.74	574.367	
	75	1713.6	571.559	
	76	1715.16	580.34	
	77	1712.38	576.699	
	78	1712.77	581.562	
	79	1712.8	583.285	
	80	1712.21	580.465	
	81	1715.59	587.395	
	82	1714.25	579.727	
	83	1716.36	585.59	
	84	1715.8	583.551	
	85	1715.75	582.711	
	86	1719.81	590.746	
	87	1718.55	584.281	
	88	1721.32	591.707	
	89	1720.55	588.5	
	90	1720.77	589.402	
	91	1725.38	591.375	
	92	1724.71	582.23	
	93	1727.62	587.559	
	94	1726.83	583.398	
	95	1727.46	584.246	
	96	1730.15	589.629	
	97	1728.61	582.758	
	98	1730.71	589.352	
	99	1729.44	584.344	
	100	1730.39	587.398	
	101	1734.29	586.766	
	102	1734.4	582.605	
	103	1736.75	589.188	
	104	1735.41	582.586	
	105	1736.71	586.77	
	106	1736.24	591.527	
	107	1734.71	589.707	
	108	1736.58	597.797	
	109	1734.66	591.586	
	110	1735.89	596.266	
	111	1733.95	601.242	
	112	1732.5	600.195	
	113	1733.73	607.375	
	114	1732.2	602.078	
	115	1734.48	611.426	
	116	1734	610.523	
	117	1734.47	613.172	
	118	1735.31	616.742	
	119	1734.43	613.039	
	120	1735.17	616.176	
	121	1736.68	616.426	
	122	1737.75	620.156	
	123	1738.45	623.113	
	124	1737.67	618.168	
	125	1738.47	621.895	
	126	1737.75	622.531	
	127	1738.47	627.68	
	128	1739.12	630.992	
	129	1738.02	625.773	
	130	1741.71	638.797	
	131	1741.21	634.43	
	132	1742.89	641.496	
	133	1743.13	642.309	
	134	1742.74	639.066	
	135	1749.12	646.953	
	136	1750.05	640.434	
	137	1753.01	646.461	
	138	1753.19	643.352	
	139	1753.47	643.082	
	140	1757.91	651.566	
	141	1758.24	644.039	
	142	1760.36	652.246	
	143	1760.34	649.379	
	144	1760.2	647.297	
	145	1764.2	657.348	
	146	1766.16	652.297	
	147	1767.43	657.34	
	148	1768.27	658.043	
	149	1768.39	657.586	
	150	1770.23	667.938	
	151	1770.01	661.102	
	152	1771.25	671.52	
	153	1771.3	670.879	
	154	1771.2	668.195	
	155	1769.98	677.578	
	156	1766.84	670.105	
	157	1766.91	679.895	
	158	1766.43	678.484	
	159	1766.1	676.504	
	160	1765.68	685.422	
	161	1764.76	679.551	
	162	1764.86	688.09	
	163	1764.79	686.457	
	164	1764.77	683.18	
	165	1764.96	693.488	
	166	1764.78	688.93	
	167	1765.09	698.453	
	168	1765.02	692.961	
	169	1765.08	696.473	
	170	1762.41	704.613	
	171	1760.81	697.5	
	172	1760.29	706.867	
	173	1760.01	703.211	
	174	1759.91	703.695	
	175	1755.92	713.996	
	176	1753.1	710.473	
	177	1752.71	717.434	
	178	1752.13	712.52	
