-2,5,17.3
3,-6,17.3
-4,9,17.3
-1,3,17.3
3,-2,17.3
0,-4,17.3
0,-2,17.3
0,10,17.3
-3,4,17.3
0,-1,17.3
-1,-9,17.3
-4,11,17.3
8,-7,17.3
-4,17,17.3
5,-12,17.3
1,5,17.3
-4,5,17.3
5,-8,17.3
-8,13,17.3
5,-6,17.3
-1,4,17.3
-1,2,17.3
1,-3,17.3
-3,12,17.3
2,-8,17.3
2,-2,17.3
-2,6,17.3
8,-4,17.3
-4,9,17.3
1,-1,17.3
1,-7,17.3
-4,12,17.3
3,-8,17.3
-2,5,17.3
-1,-2,17.3
3,-4,17.3
-4,11,17.3
8,-12,17.3
-3,13,17.3
3,-7,17.3
2,1,17.3
0,3,17.3
5,-5,17.3
-3,10,17.3
1,-4,17.3
1,3,17.3
-1,1,17.3
2,0,17.3
-1,4,17.3
-1,2,17.3
2,-6,17.3
-2,8,17.3
1,-2,17.3
0,1,17.3
-2,5,17.3
3,-3,17.3
-2,6,17.3
1,-5,17.3
-2,8,17.3
0,1,17.3
2,-2,17.3
-4,2,17.3
2,-4,17.3
-1,0,17.3
0,-3,17.3
-1,0,17.3
-2,-5,17.3
-2,2,17.3
-3,-5,17.3
-2,1,17.3
2,-5,17.3
-1,2,17.3
-5,2,17.3
0,-2,17.3
-4,11,17.3
3,-13,17.3
-2,8,17.3
0,-7,17.3
0,4,17.3
-2,8,17.3
2,-3,17.3
0,0,17.3
0,1,17.3
3,4,17.3
-1,2,17.3
1,-9,17.3
2,1,17.3
-1,4,17.3
4,1,17.3
-1,1,17.3
1,0,17.3
1,-5,17.3
-3,3,17.3
6,-4,17.3
-3,3,17.3
2,-7,17.3
0,1,17.3
3,-1,17.3
-4,11,17.3
1,-10,17.3
0,0,17.3
-1,3,17.3
3,-3,17.3
-3,5,17.3
1,-6,17.3
0,0,17.3
1,2,17.3
1,-3,17.3
-3,2,17.3
-1,5,17.3
2,1,17.3
-1,3,17.3
2,-6,17.3
-2,3,17.3
1,10,17.3
3,-3,17.3
-3,1,17.3
3,-10,17.3
-1,8,17.3
1,2,17.3
1,2,17.3
-4,-4,17.3
2,-5,17.3
-3,11,17.3
3,-1,17.3
0,-6,17.3
-4,5,17.3
3,-4,17.3
-2,8,17.3
-1,1,17.3
1,1,17.3
-4,1,17.3
2,-7,17.3
1,11,17.3
3,4,17.3
3,0,17.3
-3,1,17.3
1,-6,17.3
1,5,17.3
2,-2,17.3
2,-3,17.3
-1,3,17.3
2,0,17.3
2,-1,17.3
0,5,17.3
4,-3,17.3
-2,4,17.3
1,-1,17.3
3,-1,17.3
-1,2,17.3
3,-1,17.3
-2,3,17.3
2,-4,17.3
-1,2,17.3
-2,2,17.3
1,2,17.3
0,-5,17.3
0,2,17.3
3,-2,17.3
-3,9,17.3
1,-2,17.3
-1,-1,17.3
-1,-1,17.3
2,2,17.3
-3,5,17.3
1,-1,17.3
-1,-1,17.3
-1,-2,17.3
2,1,17.3
-1,6,17.3
1,1,17.3
-1,-1,17.3
-1,0,17.3
0,1,17.3
-3,4,17.3
0,1,17.3
0,0,17.3
-1,0,17.3
-1,3,17.3
-3,7,17.3
0,1,17.3
-1,3,17.3
1,0,17.3
0,1,17.3
0,1,17.3
0,1,17.3
0,1,17.3
0,1,17.3
0,1,17.3
0,1,17.3
0,1,17.3
0,1,17.3
0,1,17.3
